Solution,RMSE
"[0.7558617  0.0251     0.36181627 0.58144078 0.36518267 0.65947281
 0.67156941 0.96333819 0.1892     0.01091693 0.96953467 0.24228933
 0.25835161 0.37084939 0.64651498 0.50240737 0.68626935 0.12536575
 0.78415568 0.13370214 0.89049604 0.8283     0.90350218 0.3239
 0.39694483 0.17539235]",0.08016216648613632
"[0.67526774 0.02524216 0.35137228 0.572978   0.35416117 0.67510442
 0.65680602 0.9367     0.1523216  0.0064     0.99261846 0.2378496
 0.27699926 0.4167     0.65875804 0.55039583 0.6422     0.12735659
 0.82147856 0.150284   0.8444     0.82777633 0.8611     0.29432773
 0.3895     0.19210849]",0.05428573835049788
"[0.7101     0.05500225 0.32809325 0.5449     0.3230444  0.6985
 0.6047987  0.9367     0.20244565 0.0064     0.98020748 0.19636041
 0.2071149  0.4167     0.68947814 0.50636143 0.68338804 0.1029776
 0.78447844 0.13071271 0.83911189 0.8283     0.88308737 0.34800773
 0.4394221  0.13021142]",0.03044008264322968
"[0.66321928 0.01977624 0.3174947  0.49752423 0.3347     0.72680036
 0.6294     0.96203124 0.15739609 0.0064     0.95301765 0.2365
 0.21064695 0.4167     0.6720796  0.5221     0.62583596 0.0942
 0.76041227 0.1788     0.7960901  0.8283     0.86419501 0.27840349
 0.3895     0.17861801]",0.041756491650637655
"[0.75917422 0.00179396 0.31980423 0.5532475  0.33159549 0.72201769
 0.6294     0.90552186 0.21281143 0.01028374 0.94895596 0.21850431
 0.26562077 0.4135937  0.62849394 0.52558198 0.63727929 0.0942
 0.77945503 0.16085261 0.81209266 0.8439047  0.86933853 0.3239
 0.34578115 0.1498    ]",0.06820178505902927
"[0.70010933 0.06602162 0.34565858 0.5584957  0.34230278 0.72198326
 0.58399547 0.94641317 0.20244565 0.01501338 0.98490508 0.21719976
 0.18421216 0.42271121 0.68947814 0.48260451 0.67868002 0.1029776
 0.76289099 0.1075789  0.82277069 0.8283     0.86404768 0.32859888
 0.43472883 0.13021142]",0.07869040597156168
"[0.73400984 0.03787258 0.32903355 0.5449     0.2992113  0.68985431
 0.62764783 0.92275014 0.19667147 0.0064     0.96242413 0.22051083
 0.20408477 0.39656483 0.68947814 0.52071535 0.66389097 0.11094071
 0.77122372 0.1068812  0.83503462 0.8283     0.88219147 0.36946416
 0.42887042 0.12168521]",0.03052364365263688
"[0.71112739 0.05500225 0.32809325 0.52404051 0.3156678  0.6985
 0.6047987  0.94455941 0.21165401 0.0064     0.95860487 0.19424751
 0.21662654 0.4033639  0.66942903 0.50636143 0.67972695 0.08546166
 0.78447844 0.13071271 0.85837052 0.83764531 0.89654689 0.36863763
 0.45307768 0.11186834]",0.05831242853104542
"[0.7101     0.05000459 0.30464023 0.5449     0.3230444  0.68619042
 0.6047987  0.9490707  0.17939303 0.0064     0.95527998 0.17834987
 0.20795263 0.40441728 0.68761661 0.50636143 0.67940817 0.10452809
 0.78447844 0.11887328 0.83911189 0.82076501 0.88308737 0.36577814
 0.43569299 0.12245047]",0.029669951722422323
"[0.6898335  0.06249666 0.32809325 0.5449     0.3230444  0.67727689
 0.6047987  0.9367     0.20604805 0.01880356 0.98020748 0.21516531
 0.21100414 0.42039552 0.69157532 0.51445022 0.68905603 0.12237088
 0.76935728 0.11428695 0.84847254 0.81649093 0.88308737 0.33805966
 0.42450592 0.10759592]",0.08323508666005601
"[0.73097892 0.07370783 0.32721583 0.53249958 0.30788382 0.6985
 0.6047987  0.93831959 0.20244565 0.0064     0.99589243 0.19636041
 0.2071149  0.42901484 0.67888461 0.50636143 0.67007    0.1029776
 0.78279081 0.13071271 0.83242182 0.8283     0.88308737 0.34809093
 0.44666949 0.10608381]",0.037078922952808
"[0.73354432 0.06419658 0.30661764 0.55790205 0.3230444  0.67416165
 0.62012639 0.9367     0.20244565 0.00991683 0.99988737 0.18670521
 0.2071149  0.4167     0.68947814 0.50636143 0.68338804 0.10496223
 0.78447844 0.13837345 0.86148215 0.80964141 0.86106529 0.34800773
 0.43751894 0.11269154]",0.05486148916405269
"[0.71034713 0.02897553 0.31676501 0.56341215 0.34238308 0.700127
 0.6009566  0.94501797 0.17939303 0.01003448 0.95527998 0.17834987
 0.20795263 0.37971447 0.68761661 0.53078061 0.67940817 0.12785276
 0.78477413 0.11982601 0.83911189 0.81183899 0.86072685 0.37329038
 0.43569299 0.1261905 ]",0.055441911552152195
"[0.71624322 0.03482131 0.30375016 0.5449     0.33269205 0.70378317
 0.58349551 0.9265365  0.17939303 0.01393336 0.93951614 0.19962655
 0.19999961 0.40441728 0.67154862 0.52690153 0.67940817 0.10452809
 0.77748583 0.11887328 0.83614519 0.8000204  0.90642563 0.36577814
 0.43569299 0.12472619]",0.07992498532648104
"[0.7101     0.05194861 0.30976213 0.5449     0.3108424  0.6695708
 0.60424179 0.96997071 0.19742884 0.01749675 0.93714127 0.17969672
 0.23078145 0.40090339 0.69738692 0.5020826  0.6604224  0.09824957
 0.79687245 0.13089312 0.82389203 0.80764797 0.90705048 0.37751938
 0.41467019 0.10067934]",0.08274265784786247
"[0.7101     0.03523847 0.31911034 0.56198959 0.30026322 0.7017965
 0.59532585 0.96568095 0.19560775 0.0064     0.94470881 0.17834987
 0.22529849 0.41985031 0.66354837 0.49470318 0.68355772 0.09705995
 0.78447844 0.11887328 0.8388393  0.80614512 0.90039684 0.36831559
 0.43118869 0.11535274]",0.043956872504973835
"[0.71968359 0.03547248 0.32198918 0.5524124  0.3230444  0.66623684
 0.6047987  0.96041679 0.17939303 0.01896517 0.9377783  0.17677263
 0.20582031 0.39563567 0.70710129 0.52016056 0.67940817 0.12589028
 0.78447844 0.14179999 0.84637534 0.83280433 0.86474993 0.37885757
 0.41516093 0.12245047]",0.09094104673742706
"[0.70413633 0.03068768 0.31207739 0.54644131 0.3190251  0.70326786
 0.60169231 0.9640995  0.18964929 0.0064     0.95527998 0.20325092
 0.20837551 0.40441728 0.68761661 0.52419847 0.68863995 0.11039851
 0.78447844 0.09548441 0.86382317 0.80547128 0.90436565 0.36577814
 0.41625242 0.13365585]",0.029963862891628803
"[0.68889659 0.03596053 0.31123332 0.55794562 0.3230444  0.67991964
 0.59754203 0.95912709 0.18328676 0.0064     0.97649374 0.1880576
 0.20795263 0.41586853 0.70131486 0.50636143 0.68307071 0.09622355
 0.80763157 0.11887328 0.83667683 0.79899316 0.89261058 0.34896256
 0.43357793 0.12245047]",0.03945053061825413
"[0.7101     0.05000459 0.32368826 0.54311282 0.31151579 0.68619042
 0.59325395 0.9490707  0.18097511 0.0047102  0.96088612 0.17834987
 0.22340287 0.42755483 0.67780002 0.50927565 0.67689244 0.1020573
 0.80568003 0.12412261 0.83520542 0.82113749 0.9066112  0.35170883
 0.44603462 0.14065839]",0.0373798460602937
"[0.7110992  0.04970711 0.29944678 0.53228641 0.32111521 0.68619042
 0.62081361 0.94201158 0.19284743 0.0064     0.9745379  0.17812229
 0.21158351 0.40441728 0.68187642 0.48851394 0.66557299 0.10452809
 0.80714398 0.11887328 0.81503046 0.82889174 0.85905535 0.38172898
 0.45927546 0.11007852]",0.044319479874964963
"[0.72361002 0.07460068 0.30464023 0.5449     0.3230444  0.69727377
 0.6047987  0.9690903  0.19896055 0.01529234 0.95527998 0.17834987
 0.19223459 0.40441728 0.67913906 0.50636143 0.67071243 0.09919645
 0.80500316 0.11887328 0.81859878 0.82076501 0.85868438 0.37094223
 0.4546728  0.09977256]",0.07815914353562091
"[0.72785804 0.02985706 0.30944109 0.52349196 0.3230444  0.68064515
 0.6047987  0.95746561 0.17173525 0.00633915 0.95527998 0.16236478
 0.21139352 0.40441728 0.68300031 0.52332466 0.68417262 0.11927242
 0.80930906 0.12824792 0.8510806  0.82076501 0.87892451 0.3839232
 0.45272901 0.1376977 ]",0.03503271849950982
"[0.7101     0.06220027 0.31217933 0.53625605 0.31938692 0.68619042
 0.59693428 0.94109412 0.17939303 0.0064     0.96400385 0.16845804
 0.20016248 0.40107225 0.69081371 0.5047339  0.67940817 0.11395452
 0.78487855 0.11887328 0.84837979 0.82076501 0.89470703 0.3544446
 0.42439287 0.11678517]",0.030156815934125693
"[0.70979051 0.04995223 0.29789979 0.54719287 0.33104229 0.68273123
 0.6047987  0.9490707  0.17373536 0.0064     0.94506947 0.18528805
 0.20923879 0.39797968 0.68761661 0.50636143 0.68607855 0.10452809
 0.78692095 0.10737149 0.84660007 0.82020333 0.89412499 0.35954434
 0.42532706 0.11138805]",0.0331302565880303
"[0.7101     0.0577361  0.3108335  0.54552993 0.31927899 0.68619042
 0.61226751 0.94995084 0.17323654 0.0064     0.95818102 0.17015422
 0.21395135 0.40130893 0.69363727 0.51668022 0.67940817 0.09494973
 0.79619098 0.11887328 0.83673283 0.82076501 0.8802506  0.35890709
 0.43732926 0.13376523]",0.03293641635210432
"[0.71073847 0.0431696  0.29808657 0.53284706 0.32606851 0.67767815
 0.59601615 0.94633508 0.1876899  0.0064     0.94357128 0.17834987
 0.19803727 0.40142719 0.68509175 0.51227678 0.67940817 0.1169675
 0.79470902 0.12698741 0.84904436 0.8244346  0.89285188 0.35576277
 0.42324008 0.12245047]",0.031104974077416192
"[0.69798956 0.05777672 0.30464023 0.55244886 0.32442678 0.68619042
 0.61632273 0.93692639 0.18050179 0.00480795 0.94718893 0.17834987
 0.20305947 0.39477535 0.68761661 0.51418546 0.68459753 0.10743057
 0.79052797 0.1167062  0.83336571 0.82076501 0.87825584 0.35994969
 0.43821118 0.1217628 ]",0.07942345501228695
"[0.7101     0.04513131 0.29726544 0.55066894 0.3230444  0.68619042
 0.60137497 0.9473612  0.18999401 0.00455375 0.9435147  0.18756959
 0.20795263 0.40804869 0.68761661 0.51361149 0.6837547  0.10452809
 0.79059488 0.11887328 0.84549591 0.82076501 0.87315217 0.35944139
 0.44712287 0.13384385]",0.06427940612424082
"[0.7101     0.04492749 0.30867817 0.54463532 0.3230444  0.69377851
 0.5954456  0.95522267 0.17939303 0.0064     0.96494838 0.18032658
 0.21898392 0.40431325 0.6783137  0.51653917 0.68872832 0.10277723
 0.78769212 0.11758435 0.83514548 0.81405573 0.88308737 0.35479588
 0.43572751 0.12245047]",0.02965927992115501
"[0.71912498 0.04492749 0.30867817 0.54463532 0.3230444  0.69667245
 0.5954456  0.96593563 0.19110611 0.01855115 0.96474633 0.18009738
 0.21733526 0.39668719 0.66720739 0.52080859 0.68334379 0.10277723
 0.79775702 0.12276393 0.82786265 0.81324251 0.88669151 0.35889687
 0.43883159 0.12056258]",0.08838428565600612
"[0.71720196 0.05415825 0.3095324  0.54411814 0.31232141 0.69222246
 0.5954456  0.95345929 0.17939303 0.0064     0.95787555 0.18451797
 0.21384265 0.4010353  0.6783137  0.50996305 0.68872832 0.09855668
 0.79647127 0.11879421 0.83514548 0.81405573 0.88308737 0.35983336
 0.44373664 0.12245047]",0.030342684547335654
"[0.7101     0.04492749 0.30378095 0.54012571 0.3168267  0.69377851
 0.5954456  0.943717   0.18601298 0.0064     0.96494838 0.18032658
 0.22647746 0.39378832 0.68006848 0.51653917 0.68672577 0.10761814
 0.77561601 0.11758435 0.83433408 0.81080353 0.8871054  0.36143395
 0.4266861  0.13412265]",0.03140317540302021
"[0.71244465 0.04908985 0.30869337 0.55139391 0.3276107  0.70337612
 0.60774247 0.95522267 0.16935476 0.01580967 0.95792298 0.18182907
 0.21898392 0.40686496 0.68800809 0.5112681  0.69086454 0.10277723
 0.78920779 0.11121959 0.83518975 0.80653482 0.88722748 0.35479588
 0.42707985 0.13382084]",0.0871652399307484
"[0.6995334  0.04635076 0.31730892 0.53604599 0.33202159 0.69458383
 0.60790723 0.96373599 0.18531785 0.0064     0.96754777 0.17958856
 0.21021679 0.39295742 0.6783137  0.51616651 0.68455231 0.09348815
 0.78769212 0.12779616 0.83514548 0.82034735 0.88308737 0.35479588
 0.43917428 0.1142429 ]",0.04164803167781279
"[0.7101     0.05246605 0.29952637 0.53840195 0.3228707  0.69377851
 0.60020119 0.95522267 0.16766788 0.01556274 0.96428462 0.17781449
 0.22020912 0.41016476 0.6687073  0.51653917 0.69595075 0.10824019
 0.7980094  0.12022873 0.83514548 0.81132475 0.87545065 0.34319529
 0.43572751 0.11510448]",0.08446074498965107
"[0.7162615  0.04048848 0.31134167 0.54463532 0.33514927 0.68828998
 0.6045311  0.95522267 0.17939303 0.00570984 0.97352141 0.18032658
 0.22144101 0.39334387 0.68360873 0.5164152  0.68039879 0.10277723
 0.79483065 0.12237765 0.84670017 0.82025959 0.88521174 0.35479588
 0.44481375 0.12093183]",0.03657252988214342
"[0.71135177 0.03782289 0.31219786 0.53634134 0.31174347 0.68283689
 0.60605107 0.96461655 0.18716025 0.0064     0.96494838 0.17643821
 0.22410859 0.40431325 0.6783137  0.52563003 0.68872832 0.10971988
 0.79252142 0.10583863 0.82435696 0.81057944 0.87970235 0.35631705
 0.43572751 0.12245047]",0.03140922078953841
"[0.69829561 0.03430272 0.32081713 0.55148938 0.32240054 0.69119586
 0.60627684 0.95126116 0.17725357 0.0064     0.96494838 0.18493969
 0.20672697 0.40159744 0.6783137  0.52701205 0.69552127 0.10359194
 0.78637798 0.12559055 0.83090559 0.81405573 0.8944732  0.35479588
 0.43572751 0.12245047]",0.03255714966118806
"[0.7101     0.04471441 0.30302761 0.53468577 0.31386262 0.68857247
 0.60169408 0.96236846 0.18668256 0.01215084 0.959031   0.19056153
 0.21393194 0.40431325 0.681207   0.51153506 0.69425533 0.10277723
 0.79524474 0.1293899  0.83437456 0.81678883 0.88308737 0.34359541
 0.43572751 0.11644888]",0.06741767927738694
"[0.7101     0.04095248 0.31236724 0.55692458 0.32475376 0.69377851
 0.58538985 0.95359031 0.17939303 0.01702758 0.9581493  0.17193178
 0.2200205  0.41180471 0.68693438 0.51528883 0.6791169  0.1121704
 0.78596097 0.10731418 0.83514548 0.81747297 0.87250332 0.34304813
 0.42540213 0.11065741]",0.08486837910565075
"[0.71180386 0.04492749 0.30173426 0.5379517  0.32839466 0.69377851
 0.59288782 0.96145179 0.17286033 0.01227881 0.96494838 0.18032658
 0.21898392 0.40431325 0.67755734 0.51197053 0.68700948 0.09752424
 0.78613438 0.11758435 0.82613013 0.80389138 0.87689908 0.34768139
 0.43572751 0.12871541]",0.07590576375466393
"[0.70279334 0.05016719 0.29738103 0.53711833 0.3230444  0.70431086
 0.58471006 0.95734511 0.17760718 0.00492075 0.95965003 0.17371589
 0.2087146  0.40138306 0.67001068 0.51877164 0.68872832 0.10751674
 0.79407924 0.10535134 0.83514548 0.80636703 0.8877133  0.35479588
 0.43868752 0.12114266]",0.06861806281136622
"[0.70504408 0.04492749 0.29985124 0.53262533 0.3230444  0.68965432
 0.59802831 0.95522267 0.17006827 0.01459999 0.95696916 0.18032658
 0.21011569 0.41344962 0.68745702 0.51794755 0.70009993 0.10277723
 0.78215633 0.1132227  0.83481121 0.80831763 0.8813293  0.36341964
 0.43572751 0.12608943]",0.0829081606109826
"[0.70258798 0.04492749 0.30261996 0.54143204 0.3342929  0.70024664
 0.59751961 0.95522267 0.19011445 0.0064     0.95441332 0.18403909
 0.21898392 0.41670264 0.67495728 0.50492042 0.68922743 0.11391666
 0.78492145 0.10983352 0.83514548 0.81979672 0.88308737 0.35479588
 0.42331292 0.13056148]",0.02988332827403172
"[0.71237629 0.05041142 0.30762952 0.54070281 0.32042678 0.69826282
 0.60510266 0.95803689 0.17939303 0.0064     0.96526874 0.19224933
 0.21354702 0.40512733 0.6783137  0.52424714 0.68872832 0.09112432
 0.78769212 0.11051802 0.82551808 0.81682963 0.87659327 0.35479588
 0.44798491 0.11949104]",0.029860718077821605
